row_id,timestamp,user_age,user_bmi,user_body_fat_pct,fitness_level,experience_years,resting_heart_rate,max_heart_rate,heart_rate_reserve,vo2_max_estimate,fitness_goal,time_available_min,weekly_consistency_days,workout_adherence_pct,preferred_timing,social_preference,sleep_quality,stress_level,diet_quality_score,hydration_liters,activity_level,injury_history,equipment_access,motivation_score,workout_name,muscle_groups,equipment_needed,target_workout_type,target_duration_min,target_intensity_level,estimated_calories,data_source,sleep_hours
1422,2025-07-25T00:16:16.913525,40.0,26.4,18.5,1,1,59,180,121,35.8,flexibility,60,3,65,evening,online_class,good,chronic,6,3.8,sedentary,none,full_gym,,Power Yoga Flow,"full_body,flexibility",False,flexibility,42,6,55.0,yoga_patterns,
2437,2025-09-25T00:16:16.944472,32.0,21.5,20.2,1,0,65,188,123,39.0,endurance,20,1,49,night,solo,excellent,high,9,4.0,extremely_active,none,full_gym,5.0,WOD-5826,full_body,True,hiit,10,9,39.0,crossfit,
7337,2025-05-07T00:16:17.089662,36.0,21.5,5.8,10,9,62,184,122,58.6,muscle_gain,45,2,58,night,solo,good,chronic,5,4.1,extremely_active,major,minimal,5.0,Full Body - Advanced Day 3,"arms,legs,shoulders",True,strength,54,7,116.0,bodybuilding,
5919,2026-02-06T00:16:17.048924,22.0,28.4,21.0,3,2,60,198,138,40.8,muscle_gain,60,5,81,afternoon,group,good,low,9,2.7,sedentary,none,full_gym,9.0,Pull - Novice Day 5,"back,arms",True,strength,60,7,170.0,bodybuilding,
9357,2026-01-02T00:16:17.148173,42.0,24.3,17.2,1,0,67,178,111,34.6,rehabilitation,30,5,56,afternoon,partner,good,moderate,8,0.7,very_active,major,outdoor,,Push - Novice Day 6,"chest,shoulders,arms",True,strength,21,4,51.0,bodybuilding,
1279,2025-08-15T00:16:16.909056,35.0,20.8,6.0,4,2,67,185,118,43.4,muscle_gain,20,6,85,evening,group,poor,high,6,2.5,very_active,minor,home_gym,3.0,WOD-1090,full_body,True,hiit,20,4,76.0,crossfit,
3961,2025-10-08T00:16:16.989095,31.0,27.4,14.0,1,0,61,189,128,38.3,athletic_performance,20,3,67,morning,solo,fair,high,4,3.0,lightly_active,none,none,6.0,WOD-3468,full_body,True,hiit,14,5,70.0,crossfit,
2761,2026-02-10T00:16:16.954279,28.0,19.1,21.1,9,7,44,192,148,60.0,endurance,20,3,65,afternoon,partner,good,moderate,7,3.0,extremely_active,major,outdoor,6.0,WOD-5903,full_body,True,hiit,18,8,63.0,crossfit,
9519,2026-04-18T00:16:17.152227,34.0,,21.7,1,1,63,186,123,39.8,strength,45,2,51,night,group,excellent,moderate,4,4.1,sedentary,minor,home_gym,6.0,WOD-6372,full_body,True,hiit,31,10,141.0,crossfit,
9521,2026-04-13T00:16:17.152227,41.0,20.3,26.0,2,1,77,179,102,36.2,athletic_performance,60,5,59,afternoon,partner,excellent,chronic,8,2.7,moderately_active,chronic,full_gym,10.0,Bro Split - Novice Day 6,"arms,chest,back",True,strength,42,7,85.0,bodybuilding,
7039,2025-12-17T00:16:17.075618,49.0,26.1,27.2,1,1,67,171,104,39.9,endurance,45,6,60,afternoon,solo,fair,chronic,4,2.6,moderately_active,none,minimal,5.0,Push - Advanced Day 5,"chest,shoulders,arms",True,strength,31,9,80.0,bodybuilding,
1979,2025-10-25T00:16:16.930692,37.0,27.3,30.7,9,4,54,183,129,54.3,flexibility,30,5,73,evening,solo,good,low,5,3.5,lightly_active,none,home_gym,,Upper - Advanced Day 2,"chest,back,shoulders,arms",True,strength,36,9,98.0,bodybuilding,
1062,2026-04-08T00:16:16.902704,40.0,24.8,17.6,4,4,60,180,120,43.8,muscle_gain,30,3,44,morning,online_class,good,moderate,6,3.1,extremely_active,none,home_gym,10.0,Push - Intermediate Day 4,"chest,shoulders,arms",True,strength,30,8,74.0,bodybuilding,
1426,2026-03-29T00:16:16.913525,18.0,22.7,24.7,1,0,64,202,138,37.8,endurance,60,4,51,evening,solo,poor,moderate,2,4.2,lightly_active,none,full_gym,10.0,Power Yoga Flow,"full_body,flexibility",False,flexibility,42,5,47.0,yoga_patterns,
6341,2025-09-08T00:16:17.060632,,28.0,22.9,1,1,68,193,125,41.1,rehabilitation,45,3,81,evening,group,fair,chronic,4,3.7,extremely_active,none,outdoor,,Legs - Intermediate Day 5,"legs,core",True,strength,31,7,86.0,bodybuilding,
7453,2025-10-25T00:16:17.092678,29.0,24.2,9.3,1,1,71,191,120,44.0,muscle_gain,30,3,59,evening,group,good,chronic,8,1.9,lightly_active,none,home_gym,3.0,Legs - Novice Day 2,"legs,core",True,strength,21,6,50.0,bodybuilding,
4885,2025-09-01T00:16:17.016779,58.0,25.0,8.3,1,2,67,162,95,39.3,muscle_gain,60,3,67,morning,online_class,excellent,high,2,1.7,moderately_active,none,home_gym,6.0,Bro Split - Intermediate Day 2,"core,chest,arms",True,strength,42,6,105.0,bodybuilding,
1503,2026-01-09T00:16:16.916482,26.0,26.3,16.6,4,3,80,194,114,41.3,strength,45,4,51,night,partner,good,moderate,7,2.3,very_active,none,full_gym,5.0,Pull - Advanced Day 2,"back,arms",True,strength,45,9,118.0,bodybuilding,
3621,2025-07-05T00:16:16.980997,24.0,27.1,40.0,4,2,74,196,122,42.0,weight_loss,45,4,88,night,group,good,low,6,0.9,sedentary,none,none,9.0,Lower - Advanced Day 6,"legs,core",True,strength,45,10,121.0,bodybuilding,
8824,2025-10-22T00:16:17.132650,30.0,24.2,34.2,2,1,72,190,118,36.4,flexibility,30,5,97,afternoon,solo,poor,low,3,2.3,extremely_active,none,none,6.0,Push - Novice Day 1,"chest,shoulders,arms",True,strength,21,5,50.0,bodybuilding,
5315,2025-12-23T00:16:17.031207,20.0,23.3,24.0,3,2,54,200,146,40.9,rehabilitation,20,3,53,night,online_class,good,moderate,6,2.8,moderately_active,none,outdoor,9.0,WOD-8372,full_body,True,hiit,20,10,85.0,crossfit,
3679,2025-08-19T00:16:16.982455,22.0,29.2,18.9,2,1,72,198,126,44.4,athletic_performance,45,3,78,night,group,excellent,low,1,3.4,moderately_active,none,outdoor,8.0,Lower - Novice Day 2,"legs,core",True,strength,31,6,90.0,bodybuilding,
3922,2025-12-22T00:16:16.989095,18.0,30.7,23.5,1,0,68,202,134,39.6,endurance,20,4,89,afternoon,solo,fair,high,2,3.2,extremely_active,major,outdoor,8.0,WOD-5057,full_body,True,hiit,14,5,78.0,crossfit,
8135,2025-05-25T00:16:17.110998,,29.6,31.3,5,4,65,176,111,42.6,weight_loss,90,6,62,evening,partner,good,low,7,3.3,very_active,none,minimal,3.0,Legs - Novice Day 3,"legs,core",True,strength,90,6,266.0,bodybuilding,
679,2025-09-07T00:16:16.891876,36.0,24.3,23.7,3,2,63,184,121,42.5,rehabilitation,45,2,55,night,group,poor,high,3,4.7,moderately_active,none,full_gym,6.0,WOD-7289,full_body,True,hiit,10,4,44.0,crossfit,
4027,2026-01-08T00:16:16.993006,19.0,26.2,21.8,1,1,67,201,134,38.7,endurance,15,3,84,morning,partner,fair,chronic,7,3.2,lightly_active,minor,outdoor,6.0,WOD-5042,full_body,True,hiit,10,8,48.0,crossfit,
7049,2025-12-14T00:16:17.075618,29.0,,23.5,5,3,69,191,122,51.7,endurance,60,4,57,evening,group,fair,moderate,6,1.3,extremely_active,none,outdoor,,Full Body - Novice Day 1,"shoulders,core,arms",True,strength,60,6,185.0,bodybuilding,
9103,2025-10-20T00:16:17.140549,30.0,,17.6,1,0,71,190,119,37.5,flexibility,45,3,62,morning,solo,good,high,6,2.3,sedentary,minor,outdoor,5.0,WOD-9659,full_body,True,hiit,14,7,72.0,crossfit,
8064,2026-05-02T00:16:17.110998,19.0,26.6,24.1,1,0,43,201,158,33.2,flexibility,45,1,73,morning,online_class,good,high,3,2.4,extremely_active,none,home_gym,4.0,WOD-3098,full_body,True,hiit,21,8,102.0,crossfit,
7283,2026-04-25T00:16:17.088364,18.0,23.3,18.3,1,0,67,202,135,35.6,endurance,45,3,59,morning,partner,good,moderate,7,2.2,very_active,none,minimal,1.0,WOD-3627,full_body,True,hiit,10,6,42.0,crossfit,
103,2025-08-30T00:16:16.874199,44.0,24.5,21.5,10,11,64,176,112,61.7,endurance,30,4,47,morning,group,good,moderate,5,2.3,lightly_active,chronic,none,7.0,Bro Split - Novice Day 5,"arms,shoulders,core",True,strength,36,6,88.0,bodybuilding,
958,2025-05-05T00:16:16.897137,19.0,26.0,21.1,1,1,72,201,129,42.9,athletic_performance,30,5,51,afternoon,group,good,moderate,2,2.5,moderately_active,none,outdoor,4.0,Bro Split - Intermediate Day 5,"shoulders,legs,arms",True,strength,21,7,54.0,bodybuilding,
4716,2025-05-16T00:16:17.013331,29.0,27.5,21.1,1,0,61,191,130,39.7,flexibility,15,4,75,night,partner,excellent,high,10,2.4,extremely_active,minor,minimal,1.0,WOD-9293,full_body,True,hiit,10,9,50.0,crossfit,
4190,2025-12-15T00:16:16.994519,23.0,18.0,28.4,4,4,56,197,141,46.8,flexibility,30,5,50,evening,partner,good,low,9,2.8,extremely_active,minor,home_gym,5.0,WOD-4817,full_body,True,hiit,30,6,99.0,crossfit,
6068,2025-06-13T00:16:17.049923,18.0,22.9,23.3,1,0,70,202,132,37.7,muscle_gain,45,4,52,evening,solo,excellent,moderate,3,2.6,lightly_active,none,none,3.0,Lower - Advanced Day 3,"legs,core",True,strength,31,9,70.0,bodybuilding,
7704,2025-12-25T00:16:17.098671,55.0,22.9,25.3,10,10,62,165,103,61.5,athletic_performance,90,3,72,evening,group,fair,low,5,0.8,moderately_active,none,home_gym,3.0,Full Body - Novice Day 1,"chest,arms,back",True,strength,72,6,164.0,bodybuilding,
3060,2025-12-22T00:16:16.961507,34.0,31.7,24.2,6,4,76,186,110,47.1,athletic_performance,45,2,100,morning,partner,good,low,8,1.8,extremely_active,none,outdoor,1.0,WOD-5170,full_body,True,hiit,12,8,69.0,crossfit,
2689,2026-04-12T00:16:16.952280,,22.0,17.5,1,1,58,184,126,38.1,muscle_gain,45,5,44,afternoon,online_class,excellent,low,5,1.8,moderately_active,minor,outdoor,4.0,Pull - Intermediate Day 4,"back,arms",True,strength,31,7,,bodybuilding,
6616,2025-12-09T00:16:17.068828,22.0,31.0,17.2,7,4,55,198,143,52.8,flexibility,90,6,79,morning,partner,good,low,3,3.1,extremely_active,minor,none,5.0,Pull - Novice Day 2,"back,arms",True,strength,60,6,186.0,bodybuilding,
6395,2025-06-23T00:16:17.062629,26.0,25.0,20.7,10,8,51,194,143,55.6,muscle_gain,15,4,92,evening,solo,good,high,6,3.0,lightly_active,none,none,4.0,WOD-5519,full_body,True,hiit,18,5,82.0,crossfit,
7690,2025-06-07T00:16:17.098671,19.0,27.6,22.8,1,1,61,201,140,37.8,rehabilitation,30,2,96,night,partner,fair,moderate,9,2.7,extremely_active,minor,home_gym,5.0,Push - Novice Day 3,"chest,shoulders,arms",True,strength,21,6,57.0,bodybuilding,
6276,2026-03-14T00:16:17.059610,26.0,29.2,25.7,7,5,73,194,121,53.6,flexibility,60,5,59,afternoon,group,excellent,low,9,2.7,lightly_active,none,home_gym,3.0,Lower - Advanced Day 3,"legs,core",True,strength,60,9,175.0,bodybuilding,
3707,2025-08-01T00:16:16.983443,34.0,25.4,14.9,1,2,64,186,122,37.9,endurance,15,6,72,morning,online_class,fair,high,6,3.4,very_active,none,none,9.0,WOD-5113,full_body,True,hiit,10,9,46.0,crossfit,
4771,2026-01-10T00:16:17.014330,18.0,24.5,18.8,1,0,59,202,143,33.1,general_health,90,5,61,night,partner,poor,moderate,6,3.6,sedentary,none,outdoor,1.0,Yin Yoga Flow,"full_body,flexibility",False,flexibility,-10,2,51.0,yoga_patterns,
7018,2025-07-12T00:16:17.075618,24.0,23.1,21.3,1,0,69,196,127,40.5,strength,45,2,79,night,solo,fair,moderate,2,2.7,lightly_active,minor,full_gym,3.0,WOD-6055,full_body,True,hiit,14,6,59.0,crossfit,
419,2026-01-26T00:16:16.883661,18.0,19.9,21.1,1,0,60,202,142,36.1,general_health,30,2,57,morning,online_class,excellent,moderate,10,2.9,extremely_active,none,minimal,6.0,Pull - Novice Day 6,"back,arms",True,strength,21,6,41.0,bodybuilding,
5901,2026-02-28T00:16:17.047895,30.0,19.2,17.3,3,2,57,190,133,46.1,general_health,20,1,98,afternoon,solo,poor,high,5,3.1,extremely_active,none,home_gym,7.0,WOD-6491,full_body,True,hiit,10,8,35.0,crossfit,
6691,2025-06-10T00:16:17.069851,,26.5,21.2,1,2,76,194,118,39.8,flexibility,15,6,43,afternoon,partner,excellent,low,7,1.5,moderately_active,none,minimal,9.0,WOD-4100,full_body,True,hiit,10,10,48.0,crossfit,
3398,2025-12-30T00:16:16.974167,36.0,27.6,32.7,1,0,60,184,124,35.2,athletic_performance,60,7,79,morning,online_class,excellent,moderate,6,1.8,extremely_active,none,minimal,6.0,Pull - Novice Day 3,"back,arms",True,strength,31,6,85.0,bodybuilding,
1948,2025-10-16T00:16:16.929683,27.0,24.9,21.0,2,1,41,193,152,48.3,rehabilitation,45,4,45,evening,group,good,chronic,5,2.2,extremely_active,none,outdoor,10.0,WOD-3159,full_body,True,hiit,14,10,63.0,crossfit,
2319,2025-09-23T00:16:16.940396,46.0,30.8,38.0,1,0,66,174,108,37.2,weight_loss,60,6,77,evening,online_class,excellent,high,4,2.7,lightly_active,none,minimal,6.0,Lower - Advanced Day 2,"legs,core",True,strength,42,8,,bodybuilding,
2300,2026-01-19T00:16:16.940396,41.0,26.5,27.9,1,2,65,179,114,39.3,strength,60,4,40,night,group,good,chronic,8,2.5,extremely_active,none,full_gym,5.0,Bro Split - Novice Day 4,"core,back,legs",True,strength,500,6,111.0,bodybuilding,
4831,2026-04-01T00:16:17.016329,41.0,23.6,26.2,1,0,69,179,110,36.8,rehabilitation,90,2,31,morning,partner,good,moderate,4,2.1,moderately_active,none,outdoor,6.0,Pull - Intermediate Day 2,"back,arms",True,strength,52,7,122.0,bodybuilding,
5130,2026-01-19T00:16:17.022219,34.0,23.9,34.4,1,0,68,186,118,39.2,weight_loss,90,3,87,afternoon,group,excellent,low,4,2.2,lightly_active,chronic,missing_data,2.0,Vinyasa Flow,"full_body,flexibility",True,flexibility,21,5,25.0,yoga_patterns,
209,2025-07-22T00:16:16.876828,39.0,23.1,18.9,3,3,63,181,118,44.3,flexibility,45,6,100,afternoon,group,good,moderate,4,1.0,lightly_active,minor,home_gym,6.0,Legs - Intermediate Day 6,"legs,core",True,strength,45,7,103.0,bodybuilding,
3318,2025-11-16T00:16:16.971162,42.0,25.0,18.5,7,4,54,178,124,49.9,weight_loss,60,7,97,morning,partner,good,moderate,7,4.0,sedentary,none,minimal,3.0,Upper - Advanced Day 6,"chest,back,shoulders,arms",True,strength,60,9,150.0,bodybuilding,
5021,2025-11-04T00:16:17.022219,39.0,25.6,19.3,1,1,57,181,124,41.1,strength,90,1,74,afternoon,online_class,good,high,5,3.1,moderately_active,none,outdoor,5.0,Legs - Intermediate Day 1,"legs,core",True,strength,62,6,158.0,bodybuilding,
9386,2025-08-18T00:16:17.148173,46.0,26.4,28.8,1,0,58,174,116,40.6,general_health,30,5,74,evening,online_class,excellent,moderate,6,3.1,sedentary,none,full_gym,3.0,Pull - Intermediate Day 6,"back,arms",True,strength,21,7,55.0,bodybuilding,
529,2026-03-29T00:16:16.887276,24.0,30.3,22.4,8,6,58,196,138,57.3,weight_loss,45,5,84,night,partner,excellent,high,6,3.2,moderately_active,minor,outdoor,,WOD-6817,full_body,True,hiit,45,9,249.0,crossfit,
1234,2025-08-17T00:16:16.907692,32.0,24.4,33.7,7,5,68,188,120,48.0,general_health,30,3,100,evening,group,poor,high,8,3.0,lightly_active,none,none,2.0,WOD-7285,full_body,True,hiit,30,7,134.0,crossfit,
780,2025-07-17T00:16:16.894797,32.0,,27.9,1,1,63,188,125,37.6,general_health,45,6,65,night,solo,fair,chronic,10,2.3,very_active,chronic,outdoor,1.0,WOD-7067,full_body,True,hiit,31,10,103.0,crossfit,
723,2026-01-05T00:16:16.892874,48.0,27.4,37.9,1,2,64,172,108,38.4,weight_loss,30,2,68,night,solo,good,low,7,2.2,sedentary,none,home_gym,6.0,Bro Split - Advanced Day 6,"legs,core,shoulders",True,strength,21,9,57.0,bodybuilding,
3012,2025-07-02T00:16:16.961507,32.0,28.1,49.5,3,3,55,188,133,42.2,weight_loss,90,4,67,night,solo,fair,low,6,2.1,moderately_active,none,none,,Push - Advanced Day 5,"chest,shoulders,arms",True,strength,60,9,,bodybuilding,
7362,2025-12-21T00:16:17.090683,27.0,19.8,17.5,1,0,60,193,133,37.1,flexibility,60,7,41,morning,partner,good,high,4,1.6,lightly_active,major,home_gym,4.0,Power Yoga Flow,"full_body,flexibility",True,flexibility,42,1,41.0,yoga_patterns,
1861,2025-12-17T00:16:16.925164,20.0,19.2,28.4,1,2,52,200,148,33.8,strength,20,1,79,night,group,good,high,4,4.5,sedentary,none,outdoor,1.0,WOD-1860,full_body,True,hiit,10,5,35.0,crossfit,
9011,2025-10-08T00:16:17.137657,28.0,25.9,24.4,1,0,77,192,115,36.4,athletic_performance,45,2,97,evening,group,excellent,moderate,4,2.4,very_active,none,home_gym,3.0,Legs - Novice Day 1,"legs,core",True,strength,31,6,80.0,bodybuilding,
7887,2026-03-24T00:16:17.104672,30.0,20.8,30.0,1,1,62,190,128,33.2,general_health,90,5,85,night,solo,good,moderate,6,3.4,moderately_active,none,home_gym,3.0,Yin Yoga Flow,"full_body,flexibility",False,flexibility,31,6,32.0,yoga_patterns,
7429,2025-08-15T00:16:17.092678,21.0,29.9,22.0,1,3,70,199,129,37.0,weight_loss,45,5,86,morning,group,good,low,5,1.5,very_active,none,outdoor,5.0,Yin Yoga Flow,"full_body,flexibility",True,flexibility,21,5,31.0,yoga_patterns,
9631,2026-01-24T00:16:17.154994,40.0,22.8,28.2,9,7,48,180,132,59.7,athletic_performance,15,4,75,evening,solo,good,moderate,1,2.0,extremely_active,major,home_gym,4.0,WOD-4273,full_body,True,hiit,18,7,75.0,crossfit,
1993,2025-08-14T00:16:16.931689,31.0,27.3,20.5,1,0,66,189,123,36.2,general_health,45,4,52,evening,solo,excellent,high,9,1.6,lightly_active,none,full_gym,6.0,WOD-5782,full_body,True,hiit,31,9,155.0,crossfit,
2333,2025-08-06T00:16:16.940396,30.0,32.9,10.9,1,1,67,190,123,34.6,strength,90,4,75,afternoon,partner,fair,moderate,4,1.0,very_active,none,none,7.0,Full Body - Advanced Day 1,"back,shoulders,legs",True,strength,31,9,101.0,bodybuilding,
5479,2025-12-13T00:16:17.036175,39.0,21.6,20.0,1,0,75,181,106,36.0,strength,15,3,84,evening,partner,good,moderate,6,2.1,sedentary,none,full_gym,9.0,WOD-7315,full_body,True,hiit,10,10,39.0,crossfit,
7714,2025-07-05T00:16:17.098671,18.0,22.1,26.8,1,0,71,202,131,40.1,strength,30,5,84,afternoon,partner,good,moderate,1,1.5,lightly_active,minor,home_gym,3.0,Restorative Flow,"full_body,flexibility",True,flexibility,-10,5,23.0,yoga_patterns,
5663,2025-12-31T00:16:17.041011,,21.5,28.7,2,1,60,192,132,38.7,athletic_performance,60,5,66,morning,partner,excellent,moderate,9,1.8,lightly_active,none,none,1.0,Push - Intermediate Day 3,"chest,shoulders,arms",True,strength,42,7,90.0,bodybuilding,
7266,2025-08-06T00:16:17.087364,57.0,23.0,18.9,3,2,43,163,120,43.9,flexibility,45,7,47,afternoon,partner,excellent,low,8,2.8,sedentary,none,minimal,4.0,Yin Yoga Flow,"full_body,flexibility",True,flexibility,45,4,51.0,yoga_patterns,
4268,2025-10-26T00:16:17.000362,28.0,32.7,28.8,6,4,57,192,135,44.5,weight_loss,30,6,47,morning,partner,fair,moderate,9,2.0,sedentary,none,minimal,2.0,WOD-9101,full_body,True,hiit,12,6,,crossfit,
2472,2025-08-17T00:16:16.945471,35.0,28.9,25.1,1,1,50,185,135,38.5,weight_loss,30,5,78,evening,partner,good,low,8,3.0,sedentary,chronic,outdoor,10.0,Restorative Flow,"full_body,flexibility",False,flexibility,21,6,30.0,yoga_patterns,
5381,2025-08-24T00:16:17.033190,34.0,28.0,12.1,1,0,53,186,133,41.0,endurance,45,3,76,afternoon,online_class,good,moderate,8,2.5,lightly_active,none,full_gym,5.0,WOD-2304,full_body,True,hiit,31,10,159.0,crossfit,
4318,2025-07-24T00:16:17.001362,36.0,32.4,18.5,2,1,62,184,122,37.5,general_health,30,4,24,evening,partner,poor,high,6,2.8,lightly_active,minor,full_gym,8.0,WOD-4935,full_body,True,hiit,10,4,59.0,crossfit,
6890,2026-03-20T00:16:17.075618,23.0,24.7,8.0,6,5,65,197,132,51.2,muscle_gain,90,5,68,night,online_class,good,low,8,2.8,moderately_active,minor,minimal,4.0,Hatha Flow,"full_body,flexibility",True,flexibility,20,5,24.0,yoga_patterns,
5012,2025-10-09T00:16:17.022219,38.0,22.7,13.8,1,0,64,182,118,38.0,athletic_performance,45,2,55,evening,solo,good,chronic,5,3.3,very_active,none,minimal,9.0,Upper - Novice Day 4,"chest,back,shoulders,arms",True,strength,31,7,70.0,bodybuilding,
1397,2025-07-14T00:16:16.912474,18.0,24.5,27.3,1,0,61,202,141,40.5,weight_loss,45,4,86,evening,online_class,poor,low,10,3.4,sedentary,minor,full_gym,7.0,Hatha Flow,"full_body,flexibility",True,flexibility,31,4,37.0,yoga_patterns,
1490,2025-11-10T00:16:16.915584,28.0,,24.0,2,1,72,192,120,35.8,strength,30,6,64,evening,group,poor,moderate,5,3.0,sedentary,none,full_gym,5.0,Upper - Intermediate Day 6,"chest,back,shoulders,arms",True,strength,21,6,64.0,bodybuilding,
4990,2025-07-22T00:16:17.021219,24.0,,20.7,1,0,67,196,129,43.3,general_health,90,4,71,night,partner,fair,moderate,5,2.7,moderately_active,major,none,5.0,Full Body - Intermediate Day 5,"arms,back,shoulders",True,strength,31,5,74.0,bodybuilding,
2885,2025-06-11T00:16:16.957458,,23.6,23.2,1,0,73,202,129,37.5,general_health,30,4,85,morning,group,good,chronic,5,0.9,sedentary,minor,full_gym,1.0,Full Body - Intermediate Day 3,"legs,chest,core",True,strength,21,7,49.0,bodybuilding,
3678,2026-01-19T00:16:16.982455,18.0,24.0,16.6,1,0,60,202,142,40.6,muscle_gain,60,3,70,night,online_class,good,chronic,2,2.7,lightly_active,none,none,4.0,Upper - Advanced Day 2,"chest,back,shoulders,arms",True,strength,42,9,,bodybuilding,
1043,2026-04-08T00:16:16.902704,24.0,24.1,9.7,4,4,53,196,143,39.2,general_health,30,5,75,evening,partner,poor,chronic,9,2.3,moderately_active,chronic,minimal,4.0,Push - Novice Day 1,"chest,shoulders,arms",True,strength,30,5,72.0,bodybuilding,
4039,2025-07-17T00:16:16.993006,18.0,29.0,19.0,1,0,62,202,140,35.4,rehabilitation,30,6,28,evening,group,excellent,moderate,6,2.1,very_active,none,full_gym,6.0,Upper - Novice Day 1,"chest,back,shoulders,arms",True,strength,21,6,60.0,bodybuilding,
5229,2025-09-24T00:16:17.028720,18.0,23.6,26.8,1,0,60,202,142,33.4,endurance,45,6,68,night,group,fair,high,5,1.0,very_active,chronic,minimal,8.0,Pull - Intermediate Day 4,"back,arms",True,strength,31,6,73.0,bodybuilding,
7733,2025-12-23T00:16:17.098671,38.0,24.7,17.0,1,0,73,182,109,37.3,rehabilitation,45,5,86,evening,partner,excellent,moderate,4,3.6,very_active,chronic,none,7.0,Lower - Advanced Day 4,"legs,core",True,strength,31,9,76.0,bodybuilding,
258,2025-07-12T00:16:16.876828,43.0,23.1,22.9,3,2,59,177,118,45.4,rehabilitation,30,3,99,night,group,excellent,moderate,6,1.6,moderately_active,minor,none,6.0,Bro Split - Novice Day 1,"chest,shoulders,back",True,strength,30,6,69.0,bodybuilding,
7764,2026-02-02T00:16:17.098671,31.0,21.1,21.5,1,0,61,189,128,37.8,general_health,60,4,100,evening,partner,fair,chronic,7,2.4,lightly_active,minor,minimal,3.0,Bro Split - Novice Day 1,"arms,legs,core",True,strength,42,6,88.0,bodybuilding,
8873,2026-04-13T00:16:17.133667,34.0,29.0,21.6,1,0,64,186,122,40.6,athletic_performance,20,5,86,afternoon,solo,good,high,7,3.2,moderately_active,none,minimal,2.0,WOD-4019,full_body,True,hiit,10,5,,crossfit,
8249,2025-09-20T00:16:17.110998,37.0,36.7,23.4,3,3,65,183,118,37.1,weight_loss,20,4,55,morning,partner,poor,high,5,1.8,extremely_active,chronic,none,10.0,WOD-3003,full_body,True,hiit,20,7,134.0,crossfit,
2836,2025-05-26T00:16:16.954279,44.0,23.4,22.5,2,1,59,176,117,37.7,strength,45,5,84,afternoon,online_class,good,moderate,4,2.5,very_active,none,home_gym,3.0,Bro Split - Advanced Day 6,"shoulders,arms,back",True,strength,31,9,72.0,bodybuilding,
9261,2025-10-29T00:16:17.144550,29.0,25.9,8.7,10,9,44,191,147,57.2,muscle_gain,45,5,51,evening,solo,excellent,chronic,7,1.6,moderately_active,none,minimal,10.0,Restorative Flow,"full_body,flexibility",True,flexibility,54,7,69.0,yoga_patterns,
2090,2025-05-16T00:16:16.932327,51.0,27.7,20.6,5,4,56,169,113,44.3,endurance,90,7,100,evening,group,good,low,8,1.8,extremely_active,none,outdoor,8.0,Vinyasa Flow,"full_body,flexibility",False,flexibility,20,4,27.0,yoga_patterns,
703,2026-02-04T00:16:16.891876,18.0,30.1,26.4,1,0,63,202,139,40.8,general_health,45,3,57,morning,group,excellent,high,7,5.1,very_active,none,minimal,3.0,Full Body - Intermediate Day 1,"core,shoulders,arms",True,strength,31,6,93.0,bodybuilding,
504,2026-02-23T00:16:16.883661,47.0,,11.5,1,0,63,173,110,38.5,flexibility,90,5,33,afternoon,online_class,excellent,low,5,2.1,moderately_active,none,minimal,6.0,Power Yoga Flow,"full_body,flexibility",False,flexibility,31,6,34.0,yoga_patterns,
3828,2026-03-31T00:16:16.986427,20.0,20.4,23.5,1,0,73,200,127,36.7,strength,30,5,57,night,partner,good,moderate,7,3.5,very_active,none,outdoor,3.0,WOD-8014,full_body,True,hiit,14,10,52.0,crossfit,
9077,2025-11-07T00:16:17.139550,22.0,25.7,25.4,4,4,72,198,126,51.3,endurance,30,4,90,night,partner,excellent,low,4,1.4,extremely_active,none,outdoor,5.0,Legs - Novice Day 3,"legs,core",True,strength,30,6,77.0,bodybuilding,
1346,2026-04-03T00:16:16.911079,42.0,27.0,17.1,1,1,63,178,115,43.0,general_health,20,5,85,evening,online_class,good,low,7,1.5,moderately_active,none,outdoor,1.0,WOD-7649,full_body,True,hiit,14,9,69.0,crossfit,
9676,2025-06-16T00:16:17.154994,18.0,20.2,23.4,1,0,71,202,131,37.3,general_health,45,3,67,morning,solo,good,low,7,1.2,very_active,chronic,outdoor,7.0,Push - Novice Day 1,"chest,shoulders,arms",True,strength,31,6,62.0,bodybuilding,
8828,2026-03-13T00:16:17.132650,28.0,29.0,23.5,10,8,63,192,129,61.8,weight_loss,90,4,81,morning,solo,fair,moderate,8,0.9,extremely_active,none,none,9.0,Full Body - Intermediate Day 4,"legs,arms,back",True,strength,90,8,261.0,bodybuilding,
2249,2025-10-04T00:16:16.938864,23.0,20.4,8.7,9,5,51,197,146,56.7,flexibility,20,3,67,night,group,excellent,high,2,3.1,moderately_active,none,none,1.0,WOD-8051,full_body,True,hiit,18,8,67.0,crossfit,
9058,2025-12-10T00:16:17.138551,31.0,23.6,9.6,1,0,68,189,121,38.1,muscle_gain,90,6,94,morning,group,excellent,low,5,2.6,sedentary,none,outdoor,7.0,Legs - Advanced Day 6,"legs,core",True,strength,52,9,122.0,bodybuilding,
